"ID","EMPLOYEE_ID","CUSTOMER_ID","ORDER_DATE","SHIPPED_DATE","SHIP_NAME","SHIP_ADDRESS1","SHIP_ADDRESS2","SHIP_CITY","SHIP_STATE","SHIP_POSTAL_CODE","SHIP_COUNTRY","SHIPPING_FEE","PAYMENT_TYPE","PAID_DATE","ORDER_STATUS","CHANGE_DATE"
4237,216,17,2016-11-30 00:00:00.000,2016-10-02 00:00:00.000,Donald Miller,"8581 Farragut Junction",,Yosowilangun,,,Indonesia,8.9000,Checque,2016-11-01 00:00:00.000,Complete,2016-11-30 00:00:00.000
4238,203,21,2017-02-09 00:00:00.000,2016-12-14 00:00:00.000,Eric Coleman,"9242 Badeau Street",,Caiyuan,,,China,4.1000,Checque,2016-06-07 00:00:00.000,Shipped,2017-02-09 00:00:00.000
4239,213,23,2016-09-15 00:00:00.000,2016-11-04 00:00:00.000,Heather Vasquez,"454 Gale Hill",,Susoh,,,Indonesia,1.5900,Checque,2016-10-25 00:00:00.000,New,2016-11-04 00:00:00.000
4240,208,2,2016-05-28 00:00:00.000,2016-05-21 00:00:00.000,Martin Sims,"30 Bunting Center",,Efeng,,,China,1.9200,Cash,2016-12-15 00:00:00.000,Complete,2016-12-15 00:00:00.000
4241,202,85,2017-02-05 00:00:00.000,2016-08-13 00:00:00.000,Catherine Washington,"637 Hermina Court",,San Francisco,Jalisco,"46175",Mexico,6.4900,Card,2016-12-20 00:00:00.000,On Hold,2017-02-05 00:00:00.000
4242,204,17,2016-10-04 00:00:00.000,2016-05-13 00:00:00.000,Gary Kennedy,"2 Grasskamp Point",,Famaillá,,"4132",Argentina,9.7800,Card,2016-12-03 00:00:00.000,Complete,2016-12-03 00:00:00.000
4243,205,86,2016-04-15 00:00:00.000,2016-05-25 00:00:00.000,Pamela Parker,"43642 Utah Point",,Santa Rosa,Nuevo Leon,"67803",Mexico,1.7800,Card,2017-02-16 00:00:00.000,Shipped,2017-02-16 00:00:00.000
4244,208,3,2016-08-02 00:00:00.000,2017-03-13 00:00:00.000,Michelle Russell,"947 Jenna Place",,Kinshasa,,,Democratic Republic of the Congo,8.4300,Cash,2016-04-13 00:00:00.000,New,2017-03-13 00:00:00.000
4245,210,32,2016-06-16 00:00:00.000,2016-07-14 00:00:00.000,Lois Jenkins,"1 Pepper Wood Road",,Kallinge,Blekinge,"372 53",Sweden,4.7700,Cash,2016-03-17 00:00:00.000,On Hold,2016-07-14 00:00:00.000
4246,203,39,2017-02-04 00:00:00.000,2016-08-08 00:00:00.000,Kelly Ramirez,"20490 Eagle Crest Circle",,Baraba,,"623509",Russia,8.6500,Cash,2016-10-04 00:00:00.000,Complete,2017-02-04 00:00:00.000
4247,202,24,2016-05-05 00:00:00.000,2016-11-26 00:00:00.000,Harold Gray,"9033 Elmside Plaza",,N’dalatando,,,Angola,2.7800,Cash,2016-07-24 00:00:00.000,New,2016-11-26 00:00:00.000
4248,210,16,2017-01-27 00:00:00.000,2017-03-14 00:00:00.000,Dennis Fisher,"4 Sage Road",,Niederanven,,L-6948,Luxembourg,1.2600,Checque,2016-05-12 00:00:00.000,On Hold,2017-03-14 00:00:00.000
4249,203,20,2016-07-21 00:00:00.000,2016-12-08 00:00:00.000,Antonio Wells,"99743 Algoma Hill",,Mūdīyah,,,Yemen,4.3600,Card,2016-05-28 00:00:00.000,Complete,2016-12-08 00:00:00.000
4250,217,88,2016-05-31 00:00:00.000,2016-10-17 00:00:00.000,William Gonzales,"3258 Holy Cross Way",,Yangdun,,,China,7.0600,Checque,2016-04-13 00:00:00.000,New,2016-10-17 00:00:00.000
4251,211,1,2017-03-04 00:00:00.000,2016-10-27 00:00:00.000,Ronald Ward,"5 Logan Terrace",,Tanahmerah,,,Indonesia,4.3800,Card,2016-09-22 00:00:00.000,On Hold,2017-03-04 00:00:00.000
4252,217,87,2016-12-29 00:00:00.000,2016-09-18 00:00:00.000,Gloria Boyd,"10 Grayhawk Hill",,Boromlya,,,Ukraine,4.8400,Cash,2016-08-01 00:00:00.000,On Hold,2016-12-29 00:00:00.000
4253,212,99,2017-02-02 00:00:00.000,2016-04-28 00:00:00.000,Raymond Scott,"3 Donald Trail",,Lakshmīpur,,"1553",Bangladesh,8.3700,Cash,2016-12-06 00:00:00.000,On Hold,2017-02-02 00:00:00.000
4254,201,7,2016-11-28 00:00:00.000,2016-04-11 00:00:00.000,Arthur Hamilton,"95 Doe Crossing Avenue",,Purwosari,,,Indonesia,6.8400,Card,2016-06-14 00:00:00.000,Shipped,2016-11-28 00:00:00.000
4255,220,100,2016-09-30 00:00:00.000,2016-10-08 00:00:00.000,Jean Wagner,"5690 Meadow Valley Alley",,Svedala,Skåne,"233 94",Sweden,8.5700,Checque,2017-01-06 00:00:00.000,Shipped,2017-01-06 00:00:00.000
4256,218,78,2016-04-28 00:00:00.000,2016-04-03 00:00:00.000,Kimberly Rose,"6067 Twin Pines Hill",,Capinzal,,"89665-000",Brazil,6.0700,Checque,2016-05-18 00:00:00.000,New,2016-05-18 00:00:00.000
4257,213,44,2016-11-04 00:00:00.000,2016-03-28 00:00:00.000,Doris Foster,"170 Chive Court",,Lang,,,China,1.7200,Card,2016-10-20 00:00:00.000,Shipped,2016-11-04 00:00:00.000
4258,208,46,2017-01-11 00:00:00.000,2016-09-25 00:00:00.000,Teresa Reynolds,"3 Prairie Rose Alley",,Tashang,,,China,4.8400,Card,2016-10-16 00:00:00.000,On Hold,2017-01-11 00:00:00.000
4259,215,89,2016-07-07 00:00:00.000,2016-12-29 00:00:00.000,Christine Turner,"0746 Heffernan Center",,Henggang,,,China,6.8100,Cash,2016-08-21 00:00:00.000,New,2016-12-29 00:00:00.000
4260,210,23,2016-10-26 00:00:00.000,2017-02-10 00:00:00.000,Jimmy Jordan,"903 Anniversary Trail",,Elaiochóri,,,Greece,9.6600,Cash,2017-01-10 00:00:00.000,Complete,2017-02-10 00:00:00.000
4261,207,20,2016-11-07 00:00:00.000,2017-02-17 00:00:00.000,Andrew Baker,"3 Pennsylvania Park",,Kansas City,Missouri,"64130",United States,5.4600,Cash,2016-11-20 00:00:00.000,Complete,2017-02-17 00:00:00.000
4262,203,32,2017-02-21 00:00:00.000,2016-11-17 00:00:00.000,Diana Dixon,"18520 Maryland Drive",,Santa Catalina,,"2701",Philippines,4.6600,Card,2017-01-09 00:00:00.000,On Hold,2017-02-21 00:00:00.000
4263,210,10,2017-02-28 00:00:00.000,2017-02-26 00:00:00.000,Karen Miller,"5608 Moose Court",,Torres Vedras,Lisboa,"2560-234",Portugal,5.7100,Card,2016-11-30 00:00:00.000,New,2017-02-28 00:00:00.000
4264,214,39,2017-01-09 00:00:00.000,2016-10-24 00:00:00.000,Angela Austin,"9659 Vera Point",,Santiaoshi,,,China,6.5900,Checque,2016-05-07 00:00:00.000,Shipped,2017-01-09 00:00:00.000
4265,203,3,2016-11-11 00:00:00.000,2016-11-22 00:00:00.000,Steve Snyder,"7626 Hoepker Junction",,Wulan Hada,,,China,5.6700,Cash,2017-01-01 00:00:00.000,New,2017-01-01 00:00:00.000
4266,218,94,2016-04-06 00:00:00.000,2016-10-02 00:00:00.000,Kevin Daniels,"24 Chinook Point",,Bhairāhawā,,,Nepal,8.2100,Card,2016-05-12 00:00:00.000,Shipped,2016-10-02 00:00:00.000
4267,203,58,2016-11-14 00:00:00.000,2016-03-28 00:00:00.000,Patricia Welch,"60375 Corry Street",,Solidaridad,Veracruz Llave,"94330",Mexico,2.7700,Card,2017-02-02 00:00:00.000,On Hold,2017-02-02 00:00:00.000
4268,218,2,2016-07-02 00:00:00.000,2016-08-14 00:00:00.000,Wanda Reynolds,"965 Calypso Circle",,Dera Bugti,,"80100",Pakistan,8.8600,Checque,2017-01-30 00:00:00.000,On Hold,2017-01-30 00:00:00.000
4269,216,47,2017-03-11 00:00:00.000,2016-07-16 00:00:00.000,Harold Williamson,"14332 Texas Junction",,Mzimba,,,Malawi,2.4700,Cash,2016-06-01 00:00:00.000,Shipped,2017-03-11 00:00:00.000
4270,213,62,2016-11-09 00:00:00.000,2017-02-07 00:00:00.000,Juan Fox,"17 Eagan Crossing",,Xiayang,,,China,7.6300,Card,2017-02-17 00:00:00.000,Shipped,2017-02-17 00:00:00.000
4271,211,70,2016-04-16 00:00:00.000,2016-04-26 00:00:00.000,Ryan Long,"0 Harper Circle",,Blagoveshchenka,,"658670",Russia,3.2000,Card,2016-09-10 00:00:00.000,Complete,2016-09-10 00:00:00.000
4272,206,29,2016-03-25 00:00:00.000,2016-10-07 00:00:00.000,Frank Cole,"07 Westend Place",,Laixi,,,China,1.9300,Cash,2016-05-01 00:00:00.000,New,2016-10-07 00:00:00.000
4273,209,25,2016-05-06 00:00:00.000,2016-04-13 00:00:00.000,Tammy Wilson,"74278 Grim Pass",,Åkersberga,Stockholm,"184 70",Sweden,2.8300,Card,2016-10-29 00:00:00.000,Complete,2016-10-29 00:00:00.000
4274,206,82,2017-02-07 00:00:00.000,2017-03-06 00:00:00.000,Joan Gonzales,"40 Stephen Street",,Tlogoagung,,,Indonesia,3.4400,Checque,2016-10-14 00:00:00.000,Complete,2017-03-06 00:00:00.000
4275,203,91,2016-10-10 00:00:00.000,2016-11-04 00:00:00.000,Jeffrey Hughes,"38 Toban Plaza",,Privas,Rhône-Alpes,"07004 CEDEX",France,8.3300,Card,2016-04-23 00:00:00.000,On Hold,2016-11-04 00:00:00.000
4276,210,89,2016-05-14 00:00:00.000,2016-09-03 00:00:00.000,Rachel Martin,"08 Lake View Hill",,Sandgerði,,"245",Iceland,2.0700,Cash,2016-06-07 00:00:00.000,Complete,2016-09-03 00:00:00.000
4277,208,97,2016-04-06 00:00:00.000,2016-07-02 00:00:00.000,Laura Harper,"1 Dexter Street",,Xintaimen,,,China,8.0800,Checque,2016-05-11 00:00:00.000,Shipped,2016-07-02 00:00:00.000
4278,215,3,2017-03-04 00:00:00.000,2017-03-08 00:00:00.000,Annie Rivera,"5975 Debra Park",,Canchaque,,,Peru,5.6500,Checque,2016-04-09 00:00:00.000,Complete,2017-03-08 00:00:00.000
4279,201,6,2017-03-01 00:00:00.000,2016-08-06 00:00:00.000,Pamela Graham,"2 Monument Avenue",,Danxi,,,China,2.0500,Checque,2016-05-23 00:00:00.000,New,2017-03-01 00:00:00.000
4280,202,35,2017-02-04 00:00:00.000,2016-06-09 00:00:00.000,Joseph Jenkins,"00001 Fairfield Center",,Mashtūl as Sūq,,,Egypt,5.3200,Card,2016-12-28 00:00:00.000,New,2017-02-04 00:00:00.000
4281,203,76,2016-05-19 00:00:00.000,2016-07-29 00:00:00.000,Eugene Garcia,"8308 Onsgard Lane",,Limoncito,,,Bolivia,4.0700,Card,2016-10-20 00:00:00.000,Shipped,2016-10-20 00:00:00.000
4282,204,27,2016-07-20 00:00:00.000,2016-09-26 00:00:00.000,Kevin Anderson,"8 Thierer Center",,Saint-Étienne,Rhône-Alpes,"42963 CEDEX 9",France,4.8800,Card,2016-07-21 00:00:00.000,Complete,2016-09-26 00:00:00.000
4283,214,50,2016-11-27 00:00:00.000,2016-06-14 00:00:00.000,Robin Parker,"51949 Forster Parkway",,Laval,Pays de la Loire,"53009 CEDEX",France,1.0400,Checque,2016-04-20 00:00:00.000,Complete,2016-11-27 00:00:00.000
4284,214,74,2016-11-29 00:00:00.000,2016-12-08 00:00:00.000,Kelly Palmer,"2 Hauk Hill",,Östersund,Jämtland,"831 17",Sweden,4.2600,Card,2016-10-08 00:00:00.000,Complete,2016-12-08 00:00:00.000
4285,214,76,2016-10-22 00:00:00.000,2016-05-05 00:00:00.000,Diane Freeman,"5441 Petterle Way",,El Tambo,,,Peru,7.1700,Checque,2016-09-27 00:00:00.000,New,2016-10-22 00:00:00.000
4286,209,96,2016-11-08 00:00:00.000,2016-08-26 00:00:00.000,Kathleen Adams,"423 Talisman Point",,Kurume,,"963-8846",Japan,1.9900,Cash,2016-05-19 00:00:00.000,On Hold,2016-11-08 00:00:00.000
4287,204,76,2016-10-18 00:00:00.000,2017-01-15 00:00:00.000,Teresa Mendoza,"818 Atwood Lane",,Mosteiro,Viana do Castelo,"4980-125",Portugal,3.2900,Cash,2016-10-03 00:00:00.000,On Hold,2017-01-15 00:00:00.000
4288,210,45,2016-10-15 00:00:00.000,2016-12-14 00:00:00.000,Irene Anderson,"4 Rutledge Alley",,Saparua,,,Indonesia,4.3500,Card,2016-10-13 00:00:00.000,On Hold,2016-12-14 00:00:00.000
4289,209,61,2017-02-12 00:00:00.000,2016-07-15 00:00:00.000,Terry Bennett,"351 Johnson Circle",,Quiling,,"2902",Philippines,6.7700,Card,2016-07-20 00:00:00.000,New,2017-02-12 00:00:00.000
4290,203,1,2017-03-02 00:00:00.000,2016-08-25 00:00:00.000,Ronald Mccoy,"73609 Waywood Center",,Zheleznodorozhnyy,,"238411",Russia,1.0500,Cash,2016-06-10 00:00:00.000,New,2017-03-02 00:00:00.000
4291,211,73,2016-09-13 00:00:00.000,2016-04-17 00:00:00.000,Andrew Matthews,"820 Lawn Crossing",,Japeri,,"26400-000",Brazil,1.2200,Cash,2016-09-08 00:00:00.000,New,2016-09-13 00:00:00.000
4292,215,15,2016-12-26 00:00:00.000,2016-10-04 00:00:00.000,Melissa Chapman,"88384 Ohio Park",,Dayr al Ghuşūn,,,Palestinian Territory,9.8900,Checque,2016-08-14 00:00:00.000,Shipped,2016-12-26 00:00:00.000
4293,210,18,2016-11-23 00:00:00.000,2016-12-12 00:00:00.000,Russell Griffin,"6 Eliot Lane",,Changshu City,,,China,9.3700,Checque,2016-05-10 00:00:00.000,On Hold,2016-12-12 00:00:00.000
4294,206,95,2016-06-24 00:00:00.000,2017-01-21 00:00:00.000,Jeffrey Gray,"04078 Hudson Drive",,Luangwa,,,Zambia,2.5800,Cash,2016-06-15 00:00:00.000,Shipped,2017-01-21 00:00:00.000
4295,215,85,2016-10-23 00:00:00.000,2017-01-29 00:00:00.000,Lori Frazier,"724 Logan Drive",,Gent,Vlaanderen,"9052",Belgium,8.5900,Cash,2017-01-01 00:00:00.000,New,2017-01-29 00:00:00.000
4296,217,83,2016-04-08 00:00:00.000,2017-02-07 00:00:00.000,Joan Ortiz,"90 Merchant Avenue",,Irasan,,"3120",Philippines,4.6400,Card,2016-09-01 00:00:00.000,Complete,2017-02-07 00:00:00.000
4297,211,29,2016-07-13 00:00:00.000,2017-02-06 00:00:00.000,John Stanley,"680 Artisan Pass",,Borås,Västra Götaland,"504 75",Sweden,1.7700,Cash,2016-07-12 00:00:00.000,On Hold,2017-02-06 00:00:00.000
4298,208,65,2016-12-28 00:00:00.000,2016-04-19 00:00:00.000,Dorothy Bell,"397 Kim Place",,Zhongxin,,,China,1.2000,Checque,2017-01-28 00:00:00.000,On Hold,2017-01-28 00:00:00.000
4299,201,43,2017-01-12 00:00:00.000,2016-08-07 00:00:00.000,Doris Ramirez,"181 Prentice Terrace",,Severnyy,,"141707",Russia,2.6500,Card,2016-08-13 00:00:00.000,Shipped,2017-01-12 00:00:00.000
4300,207,27,2016-11-10 00:00:00.000,2016-11-01 00:00:00.000,Elizabeth Harrison,"067 Talisman Trail",,Guangang,,,China,4.7800,Checque,2016-04-30 00:00:00.000,On Hold,2016-11-10 00:00:00.000
4301,206,64,2016-08-14 00:00:00.000,2017-01-13 00:00:00.000,Judith Howard,"55095 Sloan Alley",,Longhua,,,China,1.9300,Card,2016-10-29 00:00:00.000,New,2017-01-13 00:00:00.000
4302,213,33,2017-01-19 00:00:00.000,2016-05-23 00:00:00.000,Julia Simpson,"87375 Londonderry Parkway",,Fufang,,,China,9.2300,Card,2016-11-15 00:00:00.000,Shipped,2017-01-19 00:00:00.000
4303,220,49,2016-08-01 00:00:00.000,2016-04-23 00:00:00.000,Elizabeth Bell,"60 Ridgeview Trail",,Infantas,Braga,"4810-578",Portugal,3.2200,Checque,2017-02-01 00:00:00.000,Complete,2017-02-01 00:00:00.000
4304,217,56,2016-09-07 00:00:00.000,2016-08-13 00:00:00.000,Ernest Andrews,"231 Graceland Terrace",,Pindamonhangaba,,"12400-000",Brazil,2.7700,Card,2016-04-04 00:00:00.000,On Hold,2016-09-07 00:00:00.000
4305,219,44,2016-06-11 00:00:00.000,2016-03-27 00:00:00.000,Jeffrey Lopez,"76434 Havey Court",,Khvalovo,,"187435",Russia,8.8400,Cash,2016-04-14 00:00:00.000,Shipped,2016-06-11 00:00:00.000
4306,212,16,2016-05-29 00:00:00.000,2016-12-31 00:00:00.000,Ralph Weaver,"15 Armistice Alley",,Odienné,,,Ivory Coast,7.1000,Card,2017-01-09 00:00:00.000,Shipped,2017-01-09 00:00:00.000
4307,210,16,2016-10-19 00:00:00.000,2017-01-10 00:00:00.000,Mary Stevens,"1928 Aberg Park",,Dzwola,,"23-304",Poland,4.0400,Card,2016-08-24 00:00:00.000,Complete,2017-01-10 00:00:00.000
4308,220,50,2016-09-23 00:00:00.000,2016-09-16 00:00:00.000,Douglas Welch,"9 Ryan Circle",,Babakanloa,,,Indonesia,1.1100,Card,2016-10-13 00:00:00.000,Shipped,2016-10-13 00:00:00.000
4309,217,99,2016-10-17 00:00:00.000,2017-01-01 00:00:00.000,Raymond Cruz,"0402 Burning Wood Alley",,Bucay,,"2805",Philippines,9.2700,Cash,2016-06-02 00:00:00.000,Complete,2017-01-01 00:00:00.000
4310,219,65,2016-04-14 00:00:00.000,2016-05-14 00:00:00.000,Sara Frazier,"43 Truax Terrace",,Halton,England,LS9,United Kingdom,5.5600,Checque,2016-12-04 00:00:00.000,New,2016-12-04 00:00:00.000
4311,220,17,2017-02-03 00:00:00.000,2016-07-09 00:00:00.000,Sarah Lane,"414 Gina Point",,Fulong,,,China,3.3500,Cash,2016-12-27 00:00:00.000,New,2017-02-03 00:00:00.000
4312,205,77,2017-02-27 00:00:00.000,2016-04-10 00:00:00.000,Michelle Bradley,"16664 Towne Point",,Yangchun,,,China,8.6400,Cash,2017-01-28 00:00:00.000,Complete,2017-02-27 00:00:00.000
4313,210,68,2016-08-29 00:00:00.000,2016-10-27 00:00:00.000,Marie Porter,"7802 Hovde Plaza",,Redakodi,,,Indonesia,1.9700,Cash,2016-11-08 00:00:00.000,Complete,2016-11-08 00:00:00.000
4314,207,41,2016-08-08 00:00:00.000,2016-08-31 00:00:00.000,Melissa Moore,"438 Mendota Way",,Bensonville,,,Liberia,7.9700,Cash,2017-01-17 00:00:00.000,New,2017-01-17 00:00:00.000
4315,212,96,2016-08-08 00:00:00.000,2016-07-27 00:00:00.000,Katherine Bell,"76 Manley Park",,Xagmakajor,,,China,7.4900,Cash,2016-03-29 00:00:00.000,New,2016-08-08 00:00:00.000
4316,209,67,2016-09-26 00:00:00.000,2017-02-03 00:00:00.000,Katherine Elliott,"86 Nelson Point",,Boavista,Aveiro,"4520-104",Portugal,1.9200,Card,2016-04-28 00:00:00.000,Complete,2017-02-03 00:00:00.000
4317,219,40,2016-10-09 00:00:00.000,2016-12-21 00:00:00.000,Dorothy Rose,"75962 Basil Drive",,Pécs,Baranya,"7610",Hungary,3.2300,Card,2017-02-21 00:00:00.000,Shipped,2017-02-21 00:00:00.000
4318,209,68,2017-01-15 00:00:00.000,2017-01-03 00:00:00.000,Larry Hicks,"5985 Crest Line Road",,Lingqiao,,,China,2.7700,Checque,2017-01-20 00:00:00.000,Complete,2017-01-20 00:00:00.000
4319,214,55,2016-07-14 00:00:00.000,2017-03-05 00:00:00.000,Paula Rodriguez,"6 Lawn Court",,Simajia,,,China,6.3300,Checque,2016-04-08 00:00:00.000,Shipped,2017-03-05 00:00:00.000
4320,203,83,2016-12-26 00:00:00.000,2016-10-07 00:00:00.000,Sharon Richards,"43297 Rigney Avenue",,Salto,,,Uruguay,7.3200,Checque,2016-09-14 00:00:00.000,Complete,2016-12-26 00:00:00.000
4321,215,29,2016-12-27 00:00:00.000,2016-07-21 00:00:00.000,Craig Day,"22 Thierer Center",,Alberton,Prince Edward Island,P7K,Canada,5.3200,Checque,2016-04-02 00:00:00.000,On Hold,2016-12-27 00:00:00.000
4322,207,80,2016-12-06 00:00:00.000,2016-05-21 00:00:00.000,Donna Butler,"4149 Bartelt Point",,Carbonear,Newfoundland and Labrador,A1Y,Canada,3.1000,Checque,2016-10-03 00:00:00.000,New,2016-12-06 00:00:00.000
4323,216,31,2016-06-27 00:00:00.000,2017-03-13 00:00:00.000,Carolyn Ferguson,"97225 Bartelt Avenue",,Tinalmud,,"1531",Philippines,7.1100,Cash,2016-05-22 00:00:00.000,Complete,2017-03-13 00:00:00.000
4324,212,78,2016-05-19 00:00:00.000,2016-11-14 00:00:00.000,Peter Romero,"22977 Westridge Terrace",,Toulouse,Midi-Pyrénées,"31029 CEDEX 4",France,2.9700,Checque,2016-09-09 00:00:00.000,Shipped,2016-11-14 00:00:00.000
4325,213,73,2017-02-18 00:00:00.000,2016-09-22 00:00:00.000,Jose Greene,"40351 Rusk Place",,Vila Nova de Gaia,Porto,"4400-005",Portugal,5.7600,Cash,2016-12-12 00:00:00.000,Shipped,2017-02-18 00:00:00.000
4326,208,62,2017-02-14 00:00:00.000,2016-11-13 00:00:00.000,Betty Anderson,"8403 Melody Center",,Būsh,,,Egypt,9.5600,Checque,2016-10-08 00:00:00.000,Shipped,2017-02-14 00:00:00.000
4327,220,56,2016-09-06 00:00:00.000,2016-08-17 00:00:00.000,Amanda Frazier,"47 Dapin Center",,Pasirmanggu,,,Indonesia,2.2500,Card,2016-07-11 00:00:00.000,On Hold,2016-09-06 00:00:00.000
4328,201,24,2016-10-29 00:00:00.000,2017-01-25 00:00:00.000,Douglas Foster,"6953 Stoughton Avenue",,Bokhan,,"669310",Russia,1.2600,Card,2016-07-06 00:00:00.000,Complete,2017-01-25 00:00:00.000
4329,206,33,2017-03-09 00:00:00.000,2017-03-12 00:00:00.000,Louis Brown,"76 Little Fleur Park",,Shazhenxi,,,China,3.4000,Checque,2016-08-09 00:00:00.000,Complete,2017-03-12 00:00:00.000
4330,205,61,2016-04-14 00:00:00.000,2016-09-26 00:00:00.000,Elizabeth Butler,"82 Springview Road",,Kimito,,"11710",Finland,1.9200,Card,2016-10-18 00:00:00.000,Shipped,2016-10-18 00:00:00.000
4331,220,39,2016-06-10 00:00:00.000,2016-04-07 00:00:00.000,Albert Flores,"19 Talmadge Hill",,Almelo,Provincie Overijssel,"7604",Netherlands,4.2300,Checque,2016-12-15 00:00:00.000,Shipped,2016-12-15 00:00:00.000
4332,217,47,2016-10-25 00:00:00.000,2016-09-28 00:00:00.000,Kimberly Fowler,"0 Trailsway Crossing",,Iwata,,"925-0145",Japan,8.1400,Checque,2016-06-06 00:00:00.000,On Hold,2016-10-25 00:00:00.000
4333,209,12,2016-12-25 00:00:00.000,2016-10-31 00:00:00.000,Joe Powell,"5 Everett Drive",,Bergen,Hordaland,"5895",Norway,8.0200,Cash,2016-09-05 00:00:00.000,Shipped,2016-12-25 00:00:00.000
4334,219,1,2016-08-12 00:00:00.000,2017-02-18 00:00:00.000,Virginia Collins,"78693 Cordelia Point",,San Benito,,"8423",Philippines,8.4000,Cash,2017-01-06 00:00:00.000,Complete,2017-02-18 00:00:00.000
4335,220,59,2017-02-26 00:00:00.000,2016-11-05 00:00:00.000,Mary Howard,"5 Golf View Street",,Gjinkar,,,Albania,3.5400,Card,2016-06-09 00:00:00.000,Complete,2017-02-26 00:00:00.000
4336,220,19,2017-02-09 00:00:00.000,2017-01-26 00:00:00.000,Ronald Stevens,"57 Old Shore Crossing",,Bureng,,,Gambia,8.2100,Card,2016-12-21 00:00:00.000,On Hold,2017-02-09 00:00:00.000
4337,204,59,2016-05-14 00:00:00.000,2016-07-08 00:00:00.000,James Evans,"44078 Warner Drive",,Amurzet,,"679230",Russia,9.3500,Card,2016-07-22 00:00:00.000,Complete,2016-07-22 00:00:00.000
4338,213,96,2016-09-02 00:00:00.000,2016-11-10 00:00:00.000,Willie Snyder,"361 Stone Corner Pass",,Sindangsari,,,Indonesia,9.3200,Checque,2016-04-10 00:00:00.000,Complete,2016-11-10 00:00:00.000
4339,220,30,2017-03-04 00:00:00.000,2016-08-16 00:00:00.000,Julie Black,"2922 Grasskamp Alley",,Cotonou,,,Benin,9.1400,Cash,2017-03-07 00:00:00.000,Shipped,2017-03-07 00:00:00.000
4340,206,17,2016-11-18 00:00:00.000,2016-11-24 00:00:00.000,Roy Olson,"4 Shopko Hill",,Binagadi,,,Azerbaijan,5.2200,Checque,2016-10-14 00:00:00.000,Shipped,2016-11-24 00:00:00.000
4341,202,28,2016-11-18 00:00:00.000,2017-02-18 00:00:00.000,Evelyn Lawrence,"90 Crownhardt Center",,Bayshint,,,Mongolia,7.2500,Checque,2016-12-16 00:00:00.000,On Hold,2017-02-18 00:00:00.000
4342,209,37,2016-10-30 00:00:00.000,2016-06-07 00:00:00.000,John Rodriguez,"69 Golf View Avenue",,Hezuoqiao,,,China,8.2300,Cash,2016-11-05 00:00:00.000,On Hold,2016-11-05 00:00:00.000
4343,203,51,2016-04-09 00:00:00.000,2016-12-17 00:00:00.000,Ruth Kim,"0027 Dunning Pass",,Kuteynykove,,,Ukraine,2.4600,Cash,2016-03-28 00:00:00.000,New,2016-12-17 00:00:00.000
4344,217,34,2016-12-16 00:00:00.000,2016-10-11 00:00:00.000,Shawn Patterson,"36 Little Fleur Circle",,Xiekou,,,China,6.4300,Cash,2016-03-27 00:00:00.000,New,2016-12-16 00:00:00.000
4345,213,59,2016-10-30 00:00:00.000,2016-07-10 00:00:00.000,Nancy Jones,"47088 Crowley Junction",,Promna,,"26-803",Poland,5.6700,Cash,2016-12-02 00:00:00.000,Complete,2016-12-02 00:00:00.000
4346,217,70,2016-12-27 00:00:00.000,2016-10-06 00:00:00.000,Deborah Bishop,"1 Summer Ridge Circle",,Bunobogu,,,Indonesia,7.5700,Cash,2016-09-19 00:00:00.000,New,2016-12-27 00:00:00.000
4347,203,30,2016-05-26 00:00:00.000,2016-08-14 00:00:00.000,Steve Hunt,"4393 Summer Ridge Crossing",,Hošťka,,"348 06",Czech Republic,5.7800,Cash,2016-12-30 00:00:00.000,Shipped,2016-12-30 00:00:00.000
4348,203,9,2016-04-14 00:00:00.000,2016-10-19 00:00:00.000,Betty Black,"23 Nova Junction",,Sępólno Krajeńskie,,"89-400",Poland,8.5500,Cash,2016-09-23 00:00:00.000,New,2016-10-19 00:00:00.000
4349,211,95,2017-01-28 00:00:00.000,2016-04-13 00:00:00.000,Gregory Wood,"96 Grasskamp Point",,Psará,,,Greece,8.4700,Cash,2016-12-18 00:00:00.000,Shipped,2017-01-28 00:00:00.000
4350,218,97,2016-03-22 00:00:00.000,2016-04-13 00:00:00.000,Martin Martinez,"5 Towne Crossing",,Kista,Stockholm,"164 45",Sweden,8.0700,Checque,2016-05-15 00:00:00.000,On Hold,2016-05-15 00:00:00.000
4351,215,80,2016-06-20 00:00:00.000,2016-11-05 00:00:00.000,Margaret Cook,"82 Eggendart Junction",,Omuthiya,,,Namibia,9.7100,Cash,2016-09-18 00:00:00.000,Shipped,2016-11-05 00:00:00.000
4352,211,15,2016-09-02 00:00:00.000,2017-01-23 00:00:00.000,Justin Myers,"6734 Continental Drive",,Tadabliro,,,Indonesia,2.2300,Cash,2016-05-12 00:00:00.000,New,2017-01-23 00:00:00.000
4353,216,77,2016-10-09 00:00:00.000,2016-07-31 00:00:00.000,Jane Ruiz,"2743 Harbort Center",,Pasar,,,Indonesia,4.8800,Cash,2016-06-04 00:00:00.000,New,2016-10-09 00:00:00.000
4354,202,53,2017-03-15 00:00:00.000,2016-06-21 00:00:00.000,Philip Bradley,"6 Bartillon Park",,Aimorés,,"35200-000",Brazil,5.0100,Cash,2016-05-16 00:00:00.000,New,2017-03-15 00:00:00.000
